name,author,types,popularity,
办公室的恋人（,笑天 x 夏隆·肯德立克,职场,25.2万,
大隐于宅,天闻角川,战斗,6380.1万,
退役英雄,ecomix 负责人诸葛真,职场,547.2万,
三集男主角,时代漫王,穿越,9110.8万,
航海王（全彩版,翻翻动漫 x 集英社,战斗,2775万,
宠爱,global.mrblue,古风,717.7万,
迷你熊,礼,职场,1803.6万,
NANA-世上,翻翻动漫 x 集英社,职场,3113万,
你爱我是谁,一直看漫画,复仇,6920.1万,
王妃的婚后指南,昆吾文化,古风,5.7亿,
不败战神 第二,神漫君,机甲,1449.6万,
火爆天王,神漫君,职场,1.9亿,
拐个皇帝回现代,夏天岛工作室,穿越,14.3亿,
奇趣电台,安徽微漫,灵异,63.9万,
在下仙女本仙,联络员,职场,1.1亿,
白夜玲珑,HeHex小林,后宫,6.3亿,
大剑神,博易动漫 x 博易小助手,战斗,12.3亿,
网游老婆是修真,若鸿文化,古风,4741.5万,
天后上位法则,岛上Project,大女主,5460.7万,
我的金主被人抢,开源动漫,总裁,4.5亿,
地表最强黄金肾,钢笔头,战斗,434.2万,
王妃的成长攻略,猎星时代,古风,8423.5万,
百炼成钢,天闻角川,逆袭,106.8万,
鲸鱼的耳朵,拳头51,娱乐圈,7.5亿,
继承者驾到：校,阅文漫画,娱乐圈,3.4亿,
欧米茄档案,本命漫画,推理,2亿,
精灵梦叶罗丽,精英动漫,大女主,960.8万,
同居公式,柒漫,脑洞,9123.9万,
双面师尊别乱来,Doris,穿越,27.2亿,
七宝院长,小马过河传播文化,战斗,1.2亿,
勇士的意志,岚缘,战斗,12.8亿,
楚医生也要谈恋,深圳云朵屋科技有限公司,职场,7.8亿,
爱月的梦,Kidari,古风,3814.8万,
神精榜,颜开文化008,古风,3001.6万,
暗黑守护者,子茜,战斗,103.3万,
亿万总裁缠上我,尚漫仓仓,脑洞,4.1亿,
醒世铃音,gk工坊 x raw,穿越,1.7亿,
以爱情以时光,文龑,职场,1.6亿,
化学有“反应”,纪多,宅斗,1.1亿,
最强桃花运,钢笔头,后宫,321.5万,
那一刻，想吻你,bless,浪漫,3.9亿,
一神当关,圣灵工作室,重生,2.6亿,
黑金品酒师,沃尔血蹄,职场,15.7亿,
剑与山河,使徒子,古风,3782.4万,
豪门BOSS天,钢笔头,总裁,103.5万,
十里众生渡,三茶,推理,4148万,
重生之影后谋略,招西幻题材小公主萌系主笔,重生,2.4亿,
混沌剑神,驯鹿科技,古风,20.9亿,
欲望商店,岛上Project,脑洞,1.2亿,
亿万富婆在冷宫,钢笔头,古风,482万,
冰山学长不好惹,蔷薇事务所,妖怪,14.2亿,
妖精的尾巴,真岛浩 x 真岛浩,战斗,8.4亿,
兼职神仙,ASK动画,战斗,7.7亿,
飞越千山来爱你,晴空映画夏夜工作室,妖怪,38.6亿,
我明天就要死,沉乡,古风,4580.6万,
茶楼浮生梦,云图—蓝鱼漫画 x 甘糖 x D酱,古风,25.1亿,
这个狐仙有点凶,箫勺映画,穿越,65.9亿,
浅海战纪,浅海&月鹿文化,战斗,19.2万,
替身名媛,Macworld,推理,220.5万,
星星树下的遥想,星子座,重生,16.7万,
破耳兔poru,十二栋联萌 x 破耳兔poruby,脑洞,4241.7万,
弃恋,KENAZ,穿越,1.3亿,
理想禁区,李晓楠,逆袭,9.6亿,
毒手巫医,快看漫画,战斗,1.9亿,
读心狂妃倾天下,DAZUI,古风,3亿,
豪门强宠：季少,开源-橙子,职场,3.4亿,
狂神,风炫文化,战斗,2.6亿,
魔法仙气一乾坤,岛上Project,古风,12.8亿,
百花缭乱,动漫堂,后宫,8.7亿,
误嫁总裁：你老,大魔王漫画,总裁,9063.8万,
将军在上：穿越,九夏动漫,古风,8426.8万,
无果的婚约（百,奇三三,职场,180.1万,
校花的无冕之王,岛上Project,后宫,7901.8万,
我的妹妹有毒,社畜本人,战斗,4211.8万,
契约甜宠：惹火,安徽微漫,总裁,2.4亿,
今生只想做咸鱼,岛上Project,古风,2.6亿,
唇齿之间,Edda,推理,6.4亿,
超神游戏,瑜亮,电竞,28.1亿,
朋友游戏,真岛浩 x 佐藤友生 x 山口尊,推理,3578.5万,
女主那副鬼样子,大右大左,大女主,1566.9万,
无耻术士,阅文漫画,逆袭,3.1亿,
阴气撩人，鬼夫,理池,古风,9753万,
逍遥医神,槽漫画,逆袭,1.6亿,
重生魔尊致富经,麟琅工作室,大女主,2.4亿,
我的娘亲不好惹,博易动漫 x 博易小助手,大女主,2.1亿,
我的恋人是袋鼠,靴下猫腰子,萌系,1097.5万,
我原来是个病娇,钢笔头,重生,168.6万,
元始不灭诀,一鱼文化,战斗,2.5亿,
冷情Boss请,一只柚子,总裁,5.1亿,
都市至尊天师,乖小兽漫画,战斗,7.2亿,
这个QQ群绝逼,SF轻小说,推理,3.8亿,
明星的禁区,凤凰网漫画,职场,4075.7万,
老婆大人有点冷,冬漫社,总裁,13.4亿,
重生国民千金,少年不哭kk,重生,5081.7万,
雪鹰领主,小萌新,战斗,2亿,
灵宅天师,奇小怪,灵异,5767.7万,
与财神大人的金,画画的三川,大女主,2966.5万,
渣男gameo,吃饱饭工厂,穿越,6.3亿,
兄控公爵嫁不得,多蕴文化,大女主,2.8亿,
不嫁总裁嫁男仆,万二,大女主,12.6亿,
龙隐者,分布文化,战斗,9.8亿,
全能至尊,大行道动漫,战斗,1.5亿,
随机英雄,大行道动漫,战斗,6226.7万,
召唤圣剑,风行漫画,脑洞,6348.7万,
破碎少女与魔神,神漫君,古风,2923.9万,
江湖再贱,涂山君,古风,3.3亿,
医妃权倾天下,招西幻题材小公主萌系主笔,古风,1.7亿,
坐在恶魔身边,妖春桥,浪漫,53.3亿,
不可以爱你,知音漫客,职场,2.9亿,
国之盾牌,青禾,重生,5121.6万,
道印,仟绘动漫,穿越,3416.2万,
渡劫变成高校生,小火龙,重生,9.8亿,
回到地球当神棍,本命漫画,战斗,3.8亿,
位面神今天也要,斯淼动漫,古风,6605.3万,
女帝直播攻略（,阅文漫画,大女主,5.5亿,
无敌双宝,本命漫画,大女主,4.5亿,
恋爱禁止的世界,真岛浩 x 武佐绪,系统,2亿,
论恐女症的恋爱,梁赫文,职场,23.4亿,
总裁，别退货啊,安徽微漫,总裁,36.7万,
错宠天价名媛,一只柚子,都市,2.1亿,
男神总是想撩我,漫悠悠,总裁,22.9亿,
蛊仙奶爸,大行道动漫,战斗,5.4亿,
他是龙傲天,岛上Project,脑洞,9.1亿,
恶女会改变,鲜漫文化,大女主,3亿,
替身难为，总裁,阿柯文化,职场,1亿,
师父又掉线了,阅文漫画,大女主,5亿,
无角基因,漫联集团,战斗,149.8万,
极品辣妈不好惹,沉乡,职场,5.3亿,
无限变异,有狐-宋只鱼,末日,4.6亿,
寂灭天骄,漫芽堂,末日,1亿,
邪都少女,哇咔动漫,大女主,2330.2万,
中华字库,磨铁动漫 x 米勒与麋鹿,战斗,2892.7万,
跑不了和尚跑不,安徽微漫,后宫,175.3万,
高冷男神住隔壁,一只柚子,总裁,2.3亿,
她的微笑像颗糖,阿柯文化,逆袭,6.9亿,
百日恋爱计划,钢笔头,系统,217.7万,
神藏,阅文漫画,权谋,8.2亿,
我才不会对黑崎,真岛浩 x Makino,逆袭,9142.1万,
总裁在下,豆腐漫画,职场,1814.9万,
一念纵横,iCiyuan动漫,穿越,3.1亿,
鬼帝大人求放过,博易动漫 x 博易小助手,古风,5049.9万,
阴阳眼,tapas韩国,推理,1761.3万,
隔壁那个饭桶,三原社,美食,1.6亿,
异世界皇妃,DNCWEBTOONBiz,穿越,2.7亿,
天才高手,涂山君,职场,6.1亿,
兵主降世,鱼骨头漫画工作室,古风,1.8亿,
隐婚挚爱,阿柯文化,逆袭,1.2亿,
万神在上,爆艺动漫,战斗,2.4亿,
爱的三分线,蔷薇事务所 x 深渊主宰,大女主,49.9亿,
盛世女医：冷王,神鱼漫社,古风,3.3亿,
我与四个顾先生,快看漫画,总裁,1861.3万,
我和月老一线牵,招西幻题材小公主萌系主笔,灵异,834.2万,
妖精种植手册黑,DAZUI,古风,761.9万,
游戏王,翻翻动漫 x 高桥和希,战斗,7.2亿,
都市怪谈,华创视界动漫,灵异,2107.4万,
宦妃还朝,快看漫画,古风,3779.4万,
圣祖,优酷动漫,古风,4.6亿,
七神之王,神漫君,战斗,567.4万,
幻界王（幻兽王,绘漫动漫,古风,15.5亿,
鬼王大人快住手,赛客斯文化,穿越,1.3亿,
将夜,漫友文化,古风,6.6亿,
一等家丁,钢笔头,穿越,345.1万,
Best Love,Maye(魅),脑洞,8.3亿,
网球王子,翻翻动漫 x 许斐刚,脑洞,6.2亿,
绅士魔王,午后漫画,总裁,26.5亿,
月与二分之一恋,仟绘动漫,推理,5240.9万,
网游之江湖任务,神漫君,电竞,1511.7万,
从此王爷不早朝,钢笔头,古风,319.8万,
超能奶爸,萧何,战斗,8.1亿,
末级天罡,天堂之门,怪物,8亿,
御用特工,破界互动,逆袭,1.5亿,
大管家,幕星社 x 坛九,古风,133.9万,
天之炽红龙归来,岛上Project,战斗,632.2万,
开局一把刀,快枪手工作室,战斗,34.6亿,
暴力俏丫头,iCiyuan动漫,古风,5.4亿,
雨归云深处,星空社,古风,5.7亿,
至尊神级系统,飞花工作室,古风,6.3亿,
枪神纪,番奇动漫,战斗,12.6亿,
天火大道,大行道动漫,机甲,4.9亿,
我不是吸血废宅,一漫文化,怪物,494.7万,
我有一部混沌经,北京九堆漫画工作室,复仇,5.5亿,
爱杀情人 第三,justoon,复仇,2322万,
失忆娇妻宠爱记,晴空映画夏夜工作室x火星小说网,复仇,20亿,
大英雄的女友超,Macworld,系统,3.1亿,
人体培植,盛世卡漫 x MAX小望,战斗,25.9亿,
我的异界男友们,美琪曌,古风,3.5亿,
公主的女王命,欧拉耶,大女主,65.6亿,
阴长生,岛上Project,灵异,8.2亿,
指染成婚,涂山君,权谋,3.2亿,
仙根录,丁卯,修仙,4.8亿,
我的同学都很奇,路一心,美食,193.4万,
千秋我为凰,极天云漫,古风,3.4亿,
异先生之深海灵,安徽微漫,灵异,7047.7万,
Doctor Queen,CLB,职场,4112.4万,
大内傲娇学生会,脑回路文化,古风,6162.3万,
突然成为英雄！,剧象漫画,后宫,2.3亿,
不灭婆罗,上海我梦动漫,逆袭,2.2亿,
皇后娘娘的五毛,万二,古风,5.8亿,
盛宠之锦绣征途,火星动漫,古风,10.2亿,
未来重启,木由子,穿越,32亿,
恶魔游戏进行时,两只猫先生,复仇,46.1亿,
冰山总裁强宠妻,开源动漫,总裁,5.1亿,
重生之老子有截,岛上Project,后宫,7.3亿,
"周先生,绑嫁犯",深圳云朵屋科技有限公司,总裁,5.9亿,
影子侦探,趣编文化,推理,1257.1万,
霸道总裁的独宠,神鱼漫社,职场,1.1亿,
幡身,一片天,古风,2.6亿,
邪医狂妻,洒脱。,古风,7.6亿,
不死者,Doris,推理,14.3亿,
丧尸笔记,嘿蜡笔,丧尸,1.3亿,
零一之道,创梦文娱,战斗,5.6亿,
山里有座一指庙,千兆赫,搞笑,6280.2万,
对抗花心上司,有鹿文化,逆袭,1.3亿,
武拳之又三鼎传,夏言,战斗,1360.7万,
生肖·十二魂,梦貘映画·阿尼威,古风,1.9亿,
桑落醉在南风里,深圳云朵屋科技有限公司,总裁,1.4亿,
校园护花高手,钢笔头,系统,298.9万,
宅妖记,三福动漫 x 三福君,穿越,24亿,
献给心脏,ecomix 负责人诸葛真,古风,671.8万,
重生医妃狠角色,钢笔头,古风,168.4万,
阳寿三个月,碎子,推理,5.6亿,
三生三世 十里,依漫YICOMIC,古风,3.3亿,
把我的OO还回,漫语动漫,重生,1.7亿,
反派NPC求生,SF轻小说,古风,1.2亿,
活城,±Zero ФΦδ,战斗,14.3亿,
拯救封神美男,李小朵,古风,2.9亿,
失恋中,global.mrblue,脑洞,3548.8万,
水货妖精太磨人,九川动漫 x 郑九川 x Neuf,妖怪,3.4亿,
盗墓笔记重启·,漫工厂,脑洞,228.6万,
下弦月恋曲,野比小培,脑洞,2.4亿,
终极兵王混都市,传奇漫业,职场,2.2亿,
逆天战纪,魔鬼蛙动漫,系统,1.8亿,
娘娘在上,漫喵,穿越,2521.6万,
兵魂,两点十分动漫,职场,4.7亿,
放开那只白凤凰,黎之恒,古风,5.4亿,
取向的发现,Haksan,职场,1228.9万,
飞车极速计划,番奇动漫,战斗,11.9亿,
游吟仙,左徒,古风,1.5亿,
狂拽小妻,iCiyuan动漫,大女主,2.8亿,
勇者大冒险,火山研,推理,5.8亿,
长安幻想,青葶动漫,古风,5.1亿,
三界厨房,使徒子,美食,4亿,
校花的最强特种,钢笔头,后宫,331万,
恐怖内衣店,安徽微漫,后宫,635.1万,
最强弃少,漫巢文化,重生,4.4亿,
最强仙界朋友圈,钢笔头,神仙,640.9万,
秘色,kazekaoru,宫斗,1389万,
逃不掉的千亿蜜,快看漫画,总裁,6031.3万,
养个皇子来防老,钢笔头,古风,93.2万,
家养美人,猫哭无声,大女主,1520.1万,
天下奇谭,魔溪动漫,推理,1313.1万,
都市异种,朱古力,灵异,6.4亿,
今天开始做女神,隔壁的特特罗,后宫,9.9亿,
女总裁的贴身高,快看漫画,职场,7912万,
云中歌,神漫君,古风,6243.9万,
人皮衣裳,老狐狸,复仇,48.8亿,
我的霸道萝莉,万象娱乐漫画工作室,职场,7.6亿,
唐寅在异界II,深圳云朵屋科技有限公司,穿越,4053.9万,
BEASTAR,板垣巴留,复仇,1050.5万,
魔王新娘太难了,钢笔头,妖怪,235.1万,
绝世兵王,招西幻题材小公主萌系主笔,战斗,1.7亿,
在下不是家兄,Maiou,脑洞,4428.5万,
山海封神,野猪骑士,复仇,7.1亿,
囚笼,凤凰网漫画,战斗,8238.1万,
极品杀手赘婿,岛上Project,后宫,6.7亿,
蛮妻有毒，腹黑,三福动漫 x 三福君,大女主,11.6亿,
画个男神来吻我,半半SANXIA,妖怪,2.4亿,
至尊吐槽系统,艾鲁猫,穿越,3222.7万,
神女轮回：玩转,上海我梦动漫,古风,6320万,
我的美女特工老,沉乡,战斗,2亿,
尘灯宝谭,鲜漫文化 x 惊面兔,怪物,9亿,
九阳神王,涂山君,后宫,7.7亿,
萌妖当家,武汉雪人文化,大女主,1.4亿,
龙域猎手,火力熊猫,战斗,24.1亿,
异王,二周目漫画,战斗,2.8亿,
阿拉蕾,翻翻动漫 x 鸟山明,搞笑,2亿,
拂晓的花嫁,岛上Project,脑洞,6975.2万,
诡秘异闻,兔先生,后宫,408.7万,
谁是我的真爱,global.mrblue,后宫,1930.6万,
元灵主宰,思琦 x 董毅然,古风,2.9亿,
凶手爱上我,水魔方,推理,3.9亿,
新任教主想从良,薪传文化,战斗,6129.9万,
劫天运,岛上Project,灵异,4.4亿,
哥哥不准我谈恋,笑话,美食,1056.5万,
妲己不是坏狐狸,蔷薇事务所 x 深渊主宰,大女主,69.9亿,
猎灵神医（地狱,九色鹿,灵异,10.9亿,
王的宠妃,深圳云朵屋科技有限公司,古风,14.1亿,
无敌剑域,仟绘动漫,战斗,2981.9万,
暴君试爱：妖后,天绘神画,古风,3.3亿,
王者荣耀超神的,王首丹DAI,脑洞,3.7亿,
时空恋人,bless x 仓鼠扣,穿越,27亿,
我的绝色总裁未,Macworld,后宫,2.1亿,
师尊，我又被妖,啾啾,神仙,1.6亿,
武学宗师在异世,上海我梦动漫,穿越,4777.5万,
银之守墓人-夏,两点十分动漫,古风,1364.8万,
我家皇帝又吃醋,小叶子,古风,9647.3万,
YOVE,噼咔噼,大女主,5029.1万,
龙隐,W.P,妖怪,3.3亿,
再世为妖,初雨落,重生,19.4亿,
逆转仙途,钢笔头,古风,143.7万,
女皇后宫有点乱,岛上Project,后宫,4.1亿,
上下误千年,画神文化,脑洞,1.6亿,
我不在故宫修文,神鱼漫社,职场,5722.6万,
绝品小神医,一直看漫画,系统,3.1亿,
本草孤虚录,天闻角川 x 青哥 x 壹. Azure,古风,5.5亿,
我的爸妈不恋爱,次元时代,穿越,649.5万,
爱上无敌俏皇后,钢笔头,穿越,68万,
迷蝶方知尔之界,C&C Revolution Inc.,大女主,987.3万,
水晶鞋,安徽微漫,脑洞,1493.8万,
校草爱上花,开源动漫,逆袭,12.2亿,
星坠变,漫糖出品,战斗,2073.3万,
乱世行,裂枣,古风,3872万,
主角是僵僵,★黑熊他哥★,战斗,15.5亿,
秘书失格,DCC,职场,560.4万,
仙途未满,肉肉,妖怪,1861万,
骗婚总裁：独宠,Macworld,总裁,5.5亿,
不败战神,神漫君,机甲,1.1亿,
总裁的替嫁新娘,开源动漫,总裁,9.6亿,
无限破狱者,三福动漫,穿越,2559.7万,
超级败家子,沉乡,系统,5.3亿,
明日神都,青葶动漫,战斗,6.1亿,
青柠之夏,咪咕动漫原创漫画,脑洞,11.4亿,
国民少帅爱上我,招西幻题材小公主萌系主笔,总裁,4795万,
八宝山下,漫潮社,推理,1.6亿,
他从地狱而来,多蕴文化,灵异,1亿,
树与四爷,延强动漫,惊悚,1.5亿,
守护甜心,真岛浩 x PEACH-PIT,萌系,7432.7万,
阎灵仙尊,绘漫动漫,妖怪,2.3亿,
总裁患有强迫症,安徽微漫,总裁,33.5万,
我的1/4男友,两只猫先生,后宫,33.9亿,
诡案调查组,燃梦文化  x 孟婆,推理,5.4亿,
妖颜惑仲,向量文化,古风,7295.9万,
在兽世中求生存,吃饭长大的,大女主,643.5万,
史上最强奶爸,橙漫堂,重生,2092.3万,
炼狱重生,星际互娱,复仇,1621.9万,
内衣女王,微漫画,职场,1.4亿,
爱杀情人 第一,justoon,推理,4008.1万,
我才不是魔法少,SF轻小说,战斗,2.6亿,
毒妃在上，邪王,沃尔血蹄,古风,2.1亿,
声色深处,昔谣,古风,9.1亿,
棠花一梦蛊妃传,十月樱动漫-椰蓉白大福,古风,11.2亿,
天下神将,缘漫动漫-缘娘,古风,3013.7万,
绅士的隐秘取向,DCC,职场,365.3万,
斗战胜佛,追梦动漫,战斗,6亿,
不良双子,拳头51,复仇,36.6亿,
今天要和哪个我,钢笔头,总裁,190.3万,
星与铁,海鸟动漫_PC,逆袭,4.6亿,
僵尸骑士,十…办,丧尸,18.5亿,
我的萝莉弟弟,ULOOCO优鹿可,性转,1.3亿,
邪王的绝世毒妃,开源动漫,古风,5亿,
噬谎者,翻翻动漫 x 集英社,战斗,1.5亿,
网红的娱乐生活,极天云漫,娱乐圈,2119.7万,
死神/BLEA,翻翻动漫 x 集英社,战斗,1亿,
超品战兵,仟绘动漫,复仇,8.6亿,
急先锋,はたけカカシ,战斗,2亿,
荒野追踪,怪化猫工作室,推理,2.1亿,
仙武,仙武动漫,古风,6640.7万,
我的忆中人,global.mrblue,职场,1047.8万,
众神的女婿,Macworld,神仙,9022.3万,
魔卡少女樱,真岛浩 x CLAMP,战斗,5008.5万,
浮云半书,知音漫客,古风,2918.8万,
重返十几岁,多蕴文化,穿越,4071.8万,
临时老公，玩神,布布星球,总裁,1.7亿,
总裁的天价萌妻,开源动漫,职场,8.3亿,
这样的哥哥根本,零尘Project,治愈,5.8亿,
绝色医妃,涂山君,古风,10.9亿,
落难千金的逆袭,一只柚子,逆袭,4.2亿,
恋人的2种打开,元气工场,复仇,12.3亿,
鬼斩神杀,白辰广,战斗,7.3亿,
星之传说,神漫君,机甲,1183.2万,
系统逼我做女主,哈漫文化,大女主,2597.3万,
万界仙王,仟绘动漫,古风,1381.9万,
三木落,新漫画,战斗,1294.8万,
不二掌门,三福动漫 x 三福君,后宫,1.6亿,
总裁一吻好羞羞,开源动漫,职场,14亿,
偶像的恋爱代码,百漫文化,大女主,6835.6万,
法师传奇,大行道动漫,电竞,3730.7万,
助合帮帮忙,狛纳世界,脑洞,66.7万,
伪恋,翻翻动漫 x 集英社,治愈,1.2亿,
我和总裁相了个,多蕴文化,职场,1.8亿,
红雾,A4漫业,推理,9.7亿,
绝品邪少,钢笔头,战斗,250.7万,
田园战歌:神界,风人动漫,战斗,9575万,
未完的季节,global.mrblue,职场,6254.1万,
神探双骄,大周互娱,古风,4.7亿,
唐门千金,巴山夜雨,总裁,10.8亿,
群青战记,翻翻动漫 x 集英社,战斗,1.3亿,
转生成为主角身,比格熊,穿越,1.3万,
李泰和方小甜的,潇如文化-和果子,推理,34.9亿,
地府朋友圈（重,iCiyuan动漫,系统,2.6亿,
末世苍狼,琪漫文化-小麦,后宫,1.8亿,
娱网之争,漫悠悠,复仇,3.2亿,
拒绝暴君专宠：,开源动漫,古风,4.1亿,
法医娇妻,躺着吧,总裁,11.4亿,
不良千金,爱果iLEGUO,职场,9285.1万,
在名为爱情的地,来真,大女主,748.2万,
我是杀手女仆,漫舞动漫,战斗,16.7亿,
暗行鬼道,C真,推理,7139.6万,
我的吸血鬼总裁,招西幻题材小公主萌系主笔,妖怪,2亿,
邪少的纯情宝贝,一只柚子,总裁,1.3亿,
你是我的命运,多蕴文化,大女主,5085.9万,
星动甜妻夏小星,波奇,总裁,3.2亿,
研香奇谈,凜微文化,重生,9737.2万,
奇奇妙妙,华创视界动漫,灵异,1.6亿,
