0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
2 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
4 ,1 
0 ,0 
0 ,0 
0 ,0 
3 ,0 
0 ,0 
2 ,0 
0 ,0 
5 ,0 
0 ,0 
0 ,0 
0 ,0 
11 ,1 
10 ,0 
0 ,0 
1 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
1 ,1 
0 ,0 
0 ,0 
5 ,1 
3 ,0 
29 ,2 
0 ,0 
0 ,0 
1 ,0 
0 ,0 
6 ,0 
29 ,4 
3 ,0 
0 ,0 
0 ,0 
0 ,0 
19 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
2 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
14 ,0 
1 ,0 
0 ,0 
5 ,0 
1 ,0 
0 ,0 
7 ,1 
11 ,2 
11 ,1 
4 ,0 
6 ,1 
16 ,3 
34 ,5 
16 ,4 
3 ,0 
18 ,3 
3 ,0 
31 ,4 
3 ,0 
7 ,1 
7 ,1 
2 ,0 
2 ,0 
3 ,0 
1 ,0 
4 ,0 
1 ,0 
2 ,0 
0 ,0 
3 ,0 
5 ,1 
12 ,1 
2 ,0 
1 ,0 
14 ,5 
11 ,1 
1 ,0 
15 ,1 
30 ,4 
33 ,10 
45 ,9 
30 ,1 
3 ,1 
8 ,0 
1 ,1 
2 ,0 
3 ,1 
3 ,1 
26 ,1 
19 ,3 
31 ,6 
36 ,4 
