0 ,0 
0 ,0 
4 ,0 
2 ,0 
2 ,0 
0 ,0 
4 ,1 
4 ,0 
11 ,1 
1 ,0 
3 ,1 
6 ,0 
5 ,0 
2 ,0 
2 ,0 
2 ,0 
2 ,1 
19 ,0 
0 ,0 
4 ,0 
3 ,0 
0 ,0 
2 ,0 
0 ,0 
2 ,0 
0 ,0 
0 ,0 
2 ,0 
8 ,0 
0 ,0 
3 ,1 
6 ,1 
6 ,0 
0 ,0 
0 ,0 
3 ,0 
1 ,0 
2 ,0 
0 ,0 
6 ,0 
1 ,0 
2 ,0 
0 ,0 
1 ,0 
10 ,2 
10 ,0 
9 ,0 
3 ,0 
1 ,0 
1 ,0 
0 ,0 
0 ,0 
0 ,0 
2 ,0 
0 ,0 
2 ,0 
4 ,0 
0 ,0 
2 ,0 
2 ,0 
6 ,0 
1 ,1 
11 ,2 
8 ,1 
1 ,1 
5 ,0 
5 ,1 
1 ,0 
4 ,0 
1 ,0 
2 ,1 
3 ,0 
6 ,1 
8 ,1 
0 ,0 
5 ,1 
15 ,1 
1 ,0 
0 ,0 
6 ,0 
5 ,0 
8 ,2 
14 ,3 
1 ,0 
13 ,3 
0 ,0 
35 ,5 
1 ,0 
21 ,0 
1 ,0 
3 ,0 
21 ,3 
0 ,0 
5 ,1 
19 ,3 
22 ,3 
7 ,1 
9 ,4 
4 ,0 
14 ,4 
7 ,0 
5 ,2 
25 ,6 
9 ,2 
12 ,4 
17 ,4 
20 ,5 
2 ,1 
23 ,6 
14 ,3 
9 ,3 
0 ,0 
0 ,0 
0 ,0 
1 ,1 
0 ,0 
0 ,0 
2 ,0 
