制造商型号,厂家,描述,库存数量,批号,起订量,香港(美金),单价含税(13%),货期,操作
TC0550F1503T5G,UniOhm,,7550000,18+,5000+,-,¥0.0226,1-3个工作日,购买
0402WGJ0102TCE,UniOhm,,6520000,18,10000+,-,¥0.0013,1-3个工作日,购买
0603WAJ0222T5E,UniOhm,,6495000,17+,5000+,-,¥0.0025,1-3个工作日,购买
0402WGF1001TCE,UniOhm,,6020000,18+,10000+,-,¥0.0017,1-3个工作日,购买
1206W4J0330T5E,UniOhm,,5440000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0402WGF470KTCE,UniOhm,,5000000,17+,10000+,-,¥0.0027,1-3个工作日,购买
0402WGF470KTCE,UniOhm,,5000000,17+,10000+,-,¥0.0027,1-3个工作日,购买
0402WGF470KTCE,UniOhm,,5000000,17+,10000+,-,¥0.0027,1-3个工作日,购买
0402WGF470KTCE,UniOhm,,5000000,17+,10000+,-,¥0.0027,1-3个工作日,购买
0402WGF470KTCE,UniOhm,0402 1/16W ±400PPM 4.7RΩ ±1% 50V -55℃~+155℃,4820000,18+,10000+,-,¥0.0027,1-3个工作日,购买
0603WAJ0104T5E,UniOhm,0603 1/10W ±100PPM 100KΩ ±5% 75V -55℃~+155℃,4800000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0805W8J0103T5E,UniOhm,0805 1/8W ±100PPM 10KΩ ±5% 150V -55℃~+155℃,4800000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0104T5E,UniOhm,,4700000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0301T5E,UniOhm,,4595000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0472T5E,UniOhm,,3850000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4J0273T5E,UniOhm,,3600000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0683T5E,UniOhm,,3480000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4F150KT5E,UniOhm,,3200000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4J0105T5E,UniOhm,,3160000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0402WGF1001TCE,UniOhm,,3010000,18+,10000+,-,¥0.0017,1-3个工作日,购买
0805W8J0102T5E,UniOhm,,2930000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0102T5E,UniOhm,,2890000,17+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0393T5E,UniOhm,,2795000,A,5000+,-,¥0.0043,1-3个工作日,购买
0603WAJ0202T5E,UniOhm,,2770000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAJ0202T5E,UniOhm,,2735000,A,5000+,-,¥0.0025,1-3个工作日,购买
0603WAF6800T5E,UniOhm,,2660000,18+,5000+,-,¥0.0030,1-3个工作日,购买
0603WAJ0103T5E,UniOhm,,2625000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0402WGJ0101TCE,UniOhm,,2600000,18+,10000+,-,¥0.0013,1-3个工作日,购买
1206W4J0512T5E,UniOhm,,2530000,A,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0512T5E,UniOhm,,2510000,A,5000+,-,¥0.0069,1-3个工作日,购买
0603WAF1002T5E,UniOhm,,2505000,18+,5000+,-,¥0.0030,1-3个工作日,购买
1206W4J0512T5E,UniOhm,,2400000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0302T5E,UniOhm,,2370000,A,5000+,-,¥0.0069,1-3个工作日,购买
0603WAJ0825T5E,UniOhm,,2355000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAJ0825T5E,UniOhm,,2340000,18+,5000+,-,¥0.0025,1-3个工作日,购买
1206W4J0912T5E,UniOhm,,2295000,A,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0912T5E,UniOhm,,2295000,A,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0302T5E,UniOhm,,2290000,A,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0512T5E,UniOhm,,2275000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8F4701T5E,UniOhm,0805 1/8W ±100PPM 4.7KΩ ±1% 150V -55℃~+155℃,2270000,18+,5000+,-,¥0.0051,1-3个工作日,购买
0805W8F4701T5E,UniOhm,,2265000,18+,5000+,-,¥0.0051,1-3个工作日,购买
1206W4J0622T5E,UniOhm,,2250000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0622T5E,UniOhm,,2235000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0603WAF1003T5E,UniOhm,0603 1/10W ±100PPM 100KΩ ±1% 75V -55℃~+155℃,2235000,18+,5000+,-,¥0.0030,1-3个工作日,购买
1206W4F150KT5E,UniOhm,,2220000,18+,5000+,-,¥0.0103,1-3个工作日,购买
0805W8F750JT5E,UniOhm,,2210000,17+,5000+,-,¥0.0051,1-3个工作日,购买
0805W8J0560T5E,UniOhm,,2200000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0560T5E,UniOhm,,2200000,A,5000+,-,¥0.0043,1-3个工作日,购买
1206W4F150KT5E,UniOhm,,2155000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4F150KT5E,UniOhm,,2125000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4J0154T5E,UniOhm,,2110000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0512T5E,UniOhm,,2105000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4J0752T5E,UniOhm,,2100000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0514T5E,UniOhm,,2065000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0683T5E,UniOhm,,2040000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0683T5E,UniOhm,,2040000,A,5000+,-,¥0.0043,1-3个工作日,购买
0402WGJ0101TCE,UniOhm,,2020000,18+,10000+,-,¥0.0013,1-3个工作日,购买
1206W4F100KT5E,UniOhm,,2000000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4F100KT5E,UniOhm,,2000000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4J0104T5E,UniOhm,,2000000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8F1001T5E,UniOhm,0805 1/8W ±100PPM 1KΩ ±1% 150V -55℃~+155℃,2000000,18+,5000+,-,¥0.0051,1-3个工作日,购买
0603WAJ0513T5E,UniOhm,,2000000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0805W8J0000T5E,UniOhm,,2000000,17+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0000T5E,UniOhm,,1980000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0603WAF1001T5E,UniOhm,0603 1/10W ±100PPM 1KΩ ±1% 75V -55℃~+155℃,1980000,18+,5000+,-,¥0.0030,1-3个工作日,购买
1206W4J0752T5E,UniOhm,,1955000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4F100KT5E,UniOhm,,1900000,18+,5000+,-,¥0.0103,1-3个工作日,购买
0805W8J0000T5E,UniOhm,,1895000,A,5000+,-,¥0.0043,1-3个工作日,购买
0603WAJ0000T5E,UniOhm,,1855000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAJ0203T5E,UniOhm,,1855000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0402WGF470KTCE,UniOhm,0402 1/16W ±400PPM 4.7RΩ ±1% 50V -55℃~+155℃,1830000,18+,10000+,-,¥0.0027,1-3个工作日,购买
1206W4J0754T5E,UniOhm,,1815000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0125T5E,UniOhm,,1815000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0603WAJ0511T5E,UniOhm,,1800000,17+,5000+,-,¥0.0025,1-3个工作日,购买
0805W8F750JT5E,UniOhm,,1790000,17+,5000+,-,¥0.0051,1-3个工作日,购买
0603WAJ0101T5E,UniOhm,,1770000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAF7500T5E,UniOhm,,1760000,18+,5000+,-,¥0.0030,1-3个工作日,购买
0603WAJ0104T5E,UniOhm,,1710000,17+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAJ0101T5E,UniOhm,,1705000,17+,5000+,-,¥0.0025,1-3个工作日,购买
1206W4J0390T5E,UniOhm,,1700000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0244T5E,UniOhm,,1700000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0101T5E,UniOhm,,1695000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0402WGJ0106TCE,UniOhm,,1680000,18+,10000+,-,¥0.0013,1-3个工作日,购买
1206W4J0514T5E,UniOhm,,1665000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0512T5E,UniOhm,,1660000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0000T5E,UniOhm,,1615000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0000T5E,UniOhm,,1610000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8F1002T5E,UniOhm,0805 1/8W ±100PPM 10KΩ ±1% 150V -55℃~+155℃,1575000,18+,5000+,-,¥0.0051,1-3个工作日,购买
0603WAJ0204T5E,UniOhm,,1565000,18+,5000+,-,¥0.0025,1-3个工作日,购买
1206W4J0101T5E,UniOhm,,1525000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0823T5E,UniOhm,,1500000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0603WAF5101T5E,UniOhm,,1500000,18+,5000+,-,¥0.0030,1-3个工作日,购买
1206W4F200KT5E,UniOhm,,1495000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4F200KT5E,UniOhm,,1495000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4J0513T5E,UniOhm,,1485000,A,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0000T5E,UniOhm,,1475000,AAV,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0244T5E,UniOhm,,1460000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4J0164T5E,UniOhm,,1460000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0000T5E,UniOhm,,1445000,AAV,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0103T5E,UniOhm,,1395000,18,5000+,-,¥0.0043,1-3个工作日,购买
1206W4J0273T5E,UniOhm,,1395000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0603WAJ0122T5E,UniOhm,,1390000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0805W8F220JT5E,UniOhm,,1355000,18+,5000+,-,¥0.0051,1-3个工作日,购买
1206W4F150KT5E,UniOhm,,1320000,18+,5000+,-,¥0.0103,1-3个工作日,购买
0805W8J0334T5E,UniOhm,,1320000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0334T5E,UniOhm,,1320000,A,5000+,-,¥0.0043,1-3个工作日,购买
0402WGJ0203TCE,UniOhm,,1310000,18+,10000+,-,¥0.0013,1-3个工作日,购买
0402WGJ0472TCE,UniOhm,0402 1/16W ±100PPM 4.7KΩ ±5% 50V -55℃~+155℃,1300000,18+,10000+,-,¥0.0013,1-3个工作日,购买
1206W4J0334T5E,UniOhm,,1290000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8F1003T5E,UniOhm,0805 1/8W ±100PPM 100KΩ ±1% 150V -55℃~+155℃,1280000,18+,5000+,-,¥0.0051,1-3个工作日,购买
1206W4J0164T5E,UniOhm,,1280000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0330T5E,UniOhm,,1280000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0603WAJ0472T5E,UniOhm,0603 1/10W ±100PPM 4.7KΩ ±5% 75V -55℃~+155℃,1260000,18+,5000+,-,¥0.0025,1-3个工作日,购买
1206W4J0472T5E,UniOhm,,1250000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0513T5E,UniOhm,,1245000,A,5000+,-,¥0.0069,1-3个工作日,购买
25121WJ0102T4E,UniOhm,,1232000,18+,4000+,-,¥0.0611,1-3个工作日,购买
0805W8J0103T5E,UniOhm,0805 1/8W ±100PPM 10KΩ ±5% 150V -55℃~+155℃,1225000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0603WAF2001T5E,UniOhm,,1215000,18+,5000+,-,¥0.0030,1-3个工作日,购买
1206W4J0244T5E,UniOhm,,1200000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0603WAJ0162T5E,UniOhm,,1200000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0402WGJ0224TCE,UniOhm,,1200000,18+,10000+,-,¥0.0013,1-3个工作日,购买
0201WMF2400TEE,UniOhm,,1200000,18+,10000+,-,¥0.0029,1-3个工作日,购买
0805W8J0334T5E,UniOhm,,1200000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0623T5E,UniOhm,,1195000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0334T5E,UniOhm,,1195000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0603WAJ0512T5E,UniOhm,,1190000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAF1003T5E,UniOhm,0603 1/10W ±100PPM 100KΩ ±1% 75V -55℃~+155℃,1190000,18+,5000+,-,¥0.0030,1-3个工作日,购买
0805W8F1003T5E,UniOhm,0805 1/8W ±100PPM 100KΩ ±1% 150V -55℃~+155℃,1190000,18+,5000+,-,¥0.0051,1-3个工作日,购买
0805W8J0823T5E,UniOhm,,1165000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4J0272T5E,UniOhm,,1155000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0603WAJ0623T5E,UniOhm,,1150000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0805W8J024JT5E,UniOhm,,1150000,17+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0514T5E,UniOhm,,1150000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0332T5E,UniOhm,,1140000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8F3903T5E,UniOhm,,1125000,18+,5000+,-,¥0.0051,1-3个工作日,购买
1206W4J0272T5E,UniOhm,,1115000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0603WAJ0104T5E,UniOhm,,1100000,18+,5000+,-,¥0.0025,1-3个工作日,购买
1206W4J0823T5E,UniOhm,,1100000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0244T5E,UniOhm,,1100000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4F2003T5E,UniOhm,,1080000,18+,5000+,-,¥0.0858,1-3个工作日,购买
25121WJ0102T4E,UniOhm,,1036000,A,4000+,-,¥0.0611,1-3个工作日,购买
0603WAF6800T5E,UniOhm,,1020000,18+,5000+,-,¥0.0030,1-3个工作日,购买
0805W8F200JT5E,UniOhm,,1020000,a,5000+,-,¥0.0051,1-3个工作日,购买
0805W8J0512T5E,UniOhm,,1005000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4F220KT5E,UniOhm,,1000000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4F220KT5E,UniOhm,,1000000,18+,5000+,-,¥0.0103,1-3个工作日,购买
0603WAF1003T5E,UniOhm,0603 1/10W ±100PPM 100KΩ ±1% 75V -55℃~+155℃,1000000,18+,5000+,-,¥0.0030,1-3个工作日,购买
0805W8J010JT5E,UniOhm,,1000000,18,5000+,-,¥0.0043,1-3个工作日,购买
0603WAJ0104T5E,UniOhm,,1000000,17,5000+,-,¥0.0025,1-3个工作日,购买
0402WGF470KTCE,UniOhm,,1000000,18+,10000+,-,¥0.0027,1-3个工作日,购买
0402WGJ0473TCE,UniOhm,,1000000,18+,10000+,-,¥0.0013,1-3个工作日,购买
1206W4J0224T5E,UniOhm,,1000000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0402WGF4750TCE,UniOhm,0402 1/16W ±100PPM 475RΩ ±1% 50V -55℃~+155℃,990000,18+,10000+,-,¥0.0017,1-3个工作日,购买
0402WGJ0472TCE,UniOhm,,990000,17,10000+,-,¥0.0013,1-3个工作日,购买
0603WAJ0513T5E,UniOhm,,990000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAJ0152T5E,UniOhm,,985000,17+,5000+,-,¥0.0025,1-3个工作日,购买
1206W4J0752T5E,UniOhm,,985000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0203T5E,UniOhm,,985000,18,5000+,-,¥0.0043,1-3个工作日,购买
1206W4J0204T5E,UniOhm,,980000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8F1003T5E,UniOhm,,975000,18,5000+,-,¥0.0051,1-3个工作日,购买
0402WGJ0303TCE,UniOhm,,970000,18+,10000+,-,¥0.0013,1-3个工作日,购买
1206W4J0684T5E,UniOhm,,965000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0470T5E,UniOhm,,960000,17+,5000+,-,¥0.0043,1-3个工作日,购买
0603WAJ0100T5E,UniOhm,,955000,17+,5000+,-,¥0.0025,1-3个工作日,购买
1206W4F750LT5E,UniOhm,,955000,18+,5000+,-,¥0.0153,1-3个工作日,购买
TC0550F150KT5G,UniOhm,,955000,A,5000+,-,¥0.0308,1-3个工作日,购买
0805W8J0514T5E,UniOhm,,950000,A,5000+,-,¥0.0043,1-3个工作日,购买
0603WAJ0304T5E,UniOhm,,950000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0805W8J0184T5E,UniOhm,,945000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8F1003T5E,UniOhm,,945000,18+,5000+,-,¥0.0051,1-3个工作日,购买
0805W8F390KT5E,UniOhm,,940000,18+,5000+,-,¥0.0065,1-3个工作日,购买
1206W4J0622T5E,UniOhm,,930000,A,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0622T5E,UniOhm,,930000,A,5000+,-,¥0.0069,1-3个工作日,购买
0805W8F1002T5E,UniOhm,0805 1/8W ±100PPM 10KΩ ±1% 150V -55℃~+155℃,925000,18+,5000+,-,¥0.0051,1-3个工作日,购买
0805W8J0221T5E,UniOhm,,920000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0101T5E,UniOhm,,920000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4J0000T5E,UniOhm,,910000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4F200KT5E,UniOhm,,905000,18+,5000+,-,¥0.0103,1-3个工作日,购买
0805W8J0304T5E,UniOhm,,905000,A,5000+,-,¥0.0043,1-3个工作日,购买
0402WGJ0203TCE,UniOhm,,900000,18+,10000+,-,¥0.0013,1-3个工作日,购买
0805W8J0303T5E,UniOhm,,900000,18+,5000+,-,¥0.0043,1-3个工作日,购买
0805W8F0000T5E,UniOhm,,900000,18+,5000+,-,¥0.0051,1-3个工作日,购买
1206W4J0104T5E,UniOhm,,895000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0513T5E,UniOhm,,885000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4F270KT5E,UniOhm,,875000,18+,5000+,-,¥0.0103,1-3个工作日,购买
0805W8F1001T5E,UniOhm,,875000,A,5000+,-,¥0.0051,1-3个工作日,购买
0805W8F1003T5E,UniOhm,0805 1/8W ±100PPM 100KΩ ±1% 150V -55℃~+155℃,860000,18+,5000+,-,¥0.0051,1-3个工作日,购买
0603WAF1501T5E,UniOhm,,855000,A,5000+,-,¥0.0030,1-3个工作日,购买
1206W4F1003T5E,UniOhm,,850000,18+,5000+,-,¥0.0858,1-3个工作日,购买
0402WGJ0220TCE,UniOhm,,850000,18+,10000+,-,¥0.0013,1-3个工作日,购买
0805W8F390KT5E,UniOhm,,850000,18+,5000+,-,¥0.0065,1-3个工作日,购买
0805W8F390KT5E,UniOhm,,850000,18+,5000+,-,¥0.0065,1-3个工作日,购买
0603WAJ0434T5E,UniOhm,,845000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0402WGF9091TCE,UniOhm,,840000,17+,10000+,-,¥0.0017,1-3个工作日,购买
0201WMJ0203TEE,UniOhm,,840000,18+,10000+,-,¥0.0023,1-3个工作日,购买
0805W8F390KT5E,UniOhm,,840000,18+,5000+,-,¥0.0065,1-3个工作日,购买
1206W4J0912T5E,UniOhm,,820000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0603WAF1001T5E,UniOhm,,810000,17+,5000+,-,¥0.0030,1-3个工作日,购买
0603WAF1001T5E,UniOhm,,810000,18+,5000+,-,¥0.0030,1-3个工作日,购买
0402WGF1542TCE,UniOhm,,800000,17+,10000+,-,¥0.0017,1-3个工作日,购买
1206W4J0472T5E,UniOhm,,800000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0603WAJ0332T5E,UniOhm,,800000,17+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAJ0471T5E,UniOhm,,800000,17+,5000+,-,¥0.0025,1-3个工作日,购买
1206W4F750LT5E,UniOhm,,800000,18+,5000+,-,¥0.0153,1-3个工作日,购买
0805W8F2002T5E,UniOhm,,800000,17+,5000+,-,¥0.0051,1-3个工作日,购买
0603WAF1653T5E,UniOhm,,800000,18+,5000+,-,¥0.0030,1-3个工作日,购买
1206W4F100JT5E,UniOhm,,800000,18+,5000+,-,¥0.0858,1-3个工作日,购买
1206W4F240KT5E,UniOhm,,800000,18+,5000+,-,¥0.0103,1-3个工作日,购买
0805W8F2003T5E,UniOhm,,795000,18+,5000+,-,¥0.0051,1-3个工作日,购买
0603WAJ0473T5E,UniOhm,,795000,18,5000+,-,¥0.0025,1-3个工作日,购买
1206W4J0152T5E,UniOhm,,790000,18,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J030JT5E,UniOhm,,790000,18,5000+,-,¥0.0043,1-3个工作日,购买
0201WMJ0220TEE,UniOhm,,790000,18+,10000+,-,¥0.0023,1-3个工作日,购买
0805W8F6801T5E,UniOhm,,780000,A,5000+,-,¥0.0051,1-3个工作日,购买
0402WGJ0474TCE,UniOhm,,780000,18+,10000+,-,¥0.0013,1-3个工作日,购买
0603WAJ0104T5E,UniOhm,,775000,17,5000+,-,¥0.0025,1-3个工作日,购买
0805W8J0000T5E,UniOhm,,775000,18,5000+,-,¥0.0043,1-3个工作日,购买
1206W4F510KT5E,UniOhm,,755000,18+,5000+,-,¥0.0103,1-3个工作日,购买
0201WMJ0201TEE,UniOhm,,750000,18+,10000+,-,¥0.0023,1-3个工作日,购买
0201WMJ0000TEE,UniOhm,,750000,18+,10000+,-,¥0.0023,1-3个工作日,购买
1206W4F120KT5E,UniOhm,,745000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4F2003T5E,UniOhm,,740000,18+,5000+,-,¥0.0858,1-3个工作日,购买
0603WAF2004T5E,UniOhm,,740000,A,5000+,-,¥0.0057,1-3个工作日,购买
0603WAF1002T5E,UniOhm,,740000,18+,5000+,-,¥0.0030,1-3个工作日,购买
0603WAJ0305T5E,UniOhm,,730000,19+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAJ0472T5E,UniOhm,,730000,17+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAJ0101T5E,UniOhm,,725000,18+,5000+,-,¥0.0025,1-3个工作日,购买
0805W8J0303T5E,UniOhm,,720000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4J0390T5E,UniOhm,,720000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0402WGJ0105TCE,UniOhm,,720000,18+,10000+,-,¥0.0013,1-3个工作日,购买
1206W4J0184T5E,UniOhm,,710000,17+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4F220KT5E,UniOhm,,705000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4J0684T5E,UniOhm,,700000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0470T5E,UniOhm,,700000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0402WGF1002TCE,UniOhm,,700000,18+,10000+,-,¥0.0017,1-3个工作日,购买
1206W4F130KT5E,UniOhm,,700000,18+,5000+,-,¥0.0103,1-3个工作日,购买
1206W4F130KT5E,UniOhm,,700000,18+,5000+,-,¥0.0103,1-3个工作日,购买
0805W8J0913T5E,UniOhm,,700000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4J0474T5E,UniOhm,,700000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J015JT5E,UniOhm,,700000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8F270KT5E,UniOhm,,700000,18+,5000+,-,¥0.0065,1-3个工作日,购买
0805W8F300KT5E,UniOhm,,700000,18+,5000+,-,¥0.0065,1-3个工作日,购买
0805W8F270KT5E,UniOhm,,700000,18+,5000+,-,¥0.0065,1-3个工作日,购买
0805W8F300KT5E,UniOhm,,700000,18+,5000+,-,¥0.0065,1-3个工作日,购买
0805W8F360KT5E,UniOhm,,700000,18+,5000+,-,¥0.0065,1-3个工作日,购买
0805W8F270KT5E,UniOhm,,700000,18+,5000+,-,¥0.0065,1-3个工作日,购买
0805W8F300KT5E,UniOhm,,700000,18+,5000+,-,¥0.0065,1-3个工作日,购买
1206W4F110KT5E,UniOhm,,695000,18+,5000+,-,¥0.0103,1-3个工作日,购买
TC0550F100JT5G,UniOhm,,695000,A,5000+,-,¥0.0215,1-3个工作日,购买
1206W4F3303T5E,UniOhm,,690000,19+,5000+,-,¥0.0858,1-3个工作日,购买
0805W8J0200T5E,UniOhm,,685000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4J0474T5E,UniOhm,,685000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0000T5E,UniOhm,,685000,18+,5000+,-,¥0.0069,1-3个工作日,购买
1206W4J0512T5E,UniOhm,,685000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0603WAF2202T5E,UniOhm,,670000,1810,5000+,-,¥0.0030,1-3个工作日,购买
0603WAF8200T5E,UniOhm,,660000,18+,5000+,-,¥0.0030,1-3个工作日,购买
0805W8J015JT5E,UniOhm,,655000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0473T5E,UniOhm,,650000,A,5000+,-,¥0.0043,1-3个工作日,购买
0805W8J0106T5E,UniOhm,,645000,17+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4F620LT5E,UniOhm,,640000,18+,5000+,-,¥0.0167,1-3个工作日,购买
0603WAJ0222T5E,UniOhm,,640000,17+,5000+,-,¥0.0025,1-3个工作日,购买
0603WAF1001T5E,UniOhm,,640000,17+,5000+,-,¥0.0030,1-3个工作日,购买
0402WGJ0681TCE,UniOhm,,630000,18+,10000+,-,¥0.0013,1-3个工作日,购买
1206W4J0244T5E,UniOhm,,625000,18+,5000+,-,¥0.0069,1-3个工作日,购买
0805W8J0203T5E,UniOhm,,625000,A,5000+,-,¥0.0043,1-3个工作日,购买
0402WGF5101TCE,UniOhm,,620000,18+,10000+,-,¥0.0017,1-3个工作日,购买
0805W8J0203T5E,UniOhm,,615000,18+,5000+,-,¥0.0043,1-3个工作日,购买
1206W4F120JT5E,UniOhm,,615000,18+,5000+,-,¥0.0858,1-3个工作日,购买
0201WMF5101TEE,UniOhm,,610000,18+,10000+,-,¥0.0029,1-3个工作日,购买
0805W8J0203T5E,UniOhm,,610000,A,5000+,-,¥0.0043,1-3个工作日,购买
0603WAJ0512T5E,UniOhm,,610000,A,5000+,-,¥0.0025,1-3个工作日,购买
0201WMJ033JTEE,UniOhm,,610000,18+,10000+,-,¥0.0027,1-3个工作日,购买
1206W4F100KT5E,UniOhm,,605000,18+,5000+,-,¥0.0103,1-3个工作日,购买
